epoch,accuracy,loss,val_accuracy,val_loss
0,0.2644596993923187,0.582840085029602,0.28280508518218994,0.5616698265075684
1,0.2749258875846863,0.5764226317405701,0.28280508518218994,0.5616698265075684
2,0.3509348928928375,0.5438477993011475,0.28280508518218994,0.5616698265075684
3,0.41446200013160706,0.5187532305717468,0.28280508518218994,0.5616697669029236
4,0.47588568925857544,0.5041546821594238,0.2828581631183624,0.5616409182548523
5,0.54786217212677,0.4653061330318451,0.2833976745605469,0.5614191889762878
6,0.5980104207992554,0.44665583968162537,0.28468504548072815,0.5608623623847961
7,0.6364577412605286,0.4291350543498993,0.3085117042064667,0.5509864687919617
8,0.6759621500968933,0.3976074159145355,0.38351747393608093,0.5284602046012878
9,0.6979283690452576,0.3879643678665161,0.4364648163318634,0.507239043712616
10,0.714202880859375,0.38212642073631287,0.49564024806022644,0.48292070627212524
11,0.7462137341499329,0.3569544851779938,0.5739319920539856,0.45025360584259033
12,0.7732812762260437,0.3375871181488037,0.5871416926383972,0.44388025999069214
13,0.7927510738372803,0.32010146975517273,0.6002647280693054,0.4381241500377655
14,0.8119201064109802,0.30644986033439636,0.6226958632469177,0.43107372522354126
15,0.823866605758667,0.29465165734291077,0.6714741587638855,0.4089580476284027
16,0.8246952891349792,0.29815202951431274,0.6782593727111816,0.39779871702194214
17,0.8398056626319885,0.27340441942214966,0.6769275665283203,0.39984408020973206
18,0.8477516174316406,0.26646697521209717,0.6972354650497437,0.39535656571388245
19,0.8523243069648743,0.2586973011493683,0.6954429745674133,0.38843315839767456
20,0.8514339923858643,0.25930899381637573,0.6921913027763367,0.39260032773017883
21,0.8574668765068054,0.2516839802265167,0.6947447061538696,0.3945101201534271
22,0.8604820370674133,0.2447056919336319,0.6914449334144592,0.39605826139450073
23,0.86126309633255,0.2418169379234314,0.7123587727546692,0.3844771087169647
24,0.862871527671814,0.24125158786773682,0.7314577698707581,0.3778035640716553
25,0.8610700964927673,0.24610041081905365,0.7759903073310852,0.3404169976711273
26,0.8689354658126831,0.23300550878047943,0.7727404832839966,0.3421793282032013
27,0.8720965385437012,0.23155884444713593,0.7658954858779907,0.3466125726699829
28,0.8725507259368896,0.22574493288993835,0.7801010608673096,0.34104469418525696
29,0.8751204013824463,0.22223123908042908,0.7726186513900757,0.3404507637023926
30,0.8729934096336365,0.21665224432945251,0.7716814875602722,0.3460474908351898
31,0.8778730034828186,0.22430843114852905,0.788444995880127,0.3321343958377838
32,0.8803694844245911,0.21807926893234253,0.7794690132141113,0.3291425406932831
33,0.879607617855072,0.22062534093856812,0.8021746873855591,0.3142683804035187
34,0.8844990730285645,0.2100609391927719,0.7972131967544556,0.32020261883735657
35,0.8814716339111328,0.20952604711055756,0.7824058532714844,0.32842668890953064
36,0.8813885450363159,0.21523433923721313,0.8048652410507202,0.31169912219047546
37,0.8837922811508179,0.203380286693573,0.8252010941505432,0.30181771516799927
38,0.8870635032653809,0.19730064272880554,0.817385196685791,0.3008170425891876
39,0.8858185410499573,0.20695377886295319,0.8121078014373779,0.303175151348114
40,0.8915310502052307,0.2015645056962967,0.8130578398704529,0.31256791949272156
41,0.8908398151397705,0.20419150590896606,0.8220574855804443,0.2938898503780365
42,0.8901023864746094,0.19936205446720123,0.835233211517334,0.2920304238796234
43,0.8940861225128174,0.19446544349193573,0.8200503587722778,0.2968103885650635
44,0.8938873410224915,0.1878690868616104,0.8303150534629822,0.29372233152389526
45,0.892348051071167,0.1965339481830597,0.8216534852981567,0.29677096009254456
46,0.8958804607391357,0.1932903677225113,0.8233726620674133,0.2964630722999573
47,0.8968576192855835,0.19106052815914154,0.8210707902908325,0.2924000322818756
48,0.8987566232681274,0.18708206713199615,0.8233287930488586,0.2973400056362152
49,0.9029327630996704,0.1815989464521408,0.8168327808380127,0.30082058906555176
50,0.9028842449188232,0.18247656524181366,0.8281171321868896,0.2834446132183075
51,0.902819812297821,0.18051113188266754,0.8319461345672607,0.2835359573364258
52,0.9013330340385437,0.17676325142383575,0.8300657868385315,0.2864286005496979
53,0.9010738134384155,0.18131937086582184,0.8385455012321472,0.2707996964454651
54,0.899375319480896,0.1818947196006775,0.8391493558883667,0.2726793587207794
55,0.9055494070053101,0.1738142967224121,0.8121933937072754,0.3011661171913147
56,0.902934730052948,0.1752416044473648,0.8352844715118408,0.2767191231250763
57,0.9061376452445984,0.17952655255794525,0.8225648403167725,0.29046109318733215
58,0.9058478474617004,0.1657535433769226,0.8419450521469116,0.2733389735221863
59,0.9074186682701111,0.1705256849527359,0.8386093974113464,0.2728855609893799
60,0.9073669910430908,0.17047664523124695,0.8368873000144958,0.27462077140808105
61,0.9048089385032654,0.1719733029603958,0.8389028310775757,0.2750987112522125
62,0.9102673530578613,0.1737479418516159,0.838707685470581,0.26447319984436035
63,0.9084078073501587,0.16519111394882202,0.8442772030830383,0.26514917612075806
64,0.9102270603179932,0.16459758579730988,0.8322986364364624,0.2773732841014862
65,0.9097388386726379,0.166356161236763,0.8380686044692993,0.26637691259384155
66,0.9129505753517151,0.16385066509246826,0.8358168601989746,0.26985329389572144
67,0.9130234718322754,0.16477958858013153,0.8508239984512329,0.25866541266441345
68,0.909190833568573,0.16714580357074738,0.8476991653442383,0.25826147198677063
69,0.9151034355163574,0.15392650663852692,0.8426666259765625,0.25983500480651855
70,0.9140598773956299,0.15944668650627136,0.8538616299629211,0.24944497644901276
71,0.9148188829421997,0.1583748310804367,0.8545406460762024,0.2550746202468872
72,0.9149982929229736,0.15584321320056915,0.8554984331130981,0.24779842793941498
73,0.9116501808166504,0.16279201209545135,0.8419750928878784,0.25819727778434753
74,0.9174162149429321,0.14968985319137573,0.8478744029998779,0.25563064217567444
75,0.9165499210357666,0.15410242974758148,0.844466507434845,0.260818749666214
76,0.9152480363845825,0.16026639938354492,0.8482469320297241,0.2569102644920349
